AccX,AccY,AccZ,Longitude,Latitude
1.5155,-0.067,9.5122,77.742065,21.23045
1.5155,-0.067,9.5122,77.742065,21.23045
1.5155,-0.067,9.5122,77.742065,21.23045
1.5155,-0.067,9.5122,77.742065,21.23045
1.5155,-0.067,9.5122,77.742065,21.23045
1.5155,-0.067,9.5122,77.742065,21.23045
1.5155,-0.067,9.5122,77.742065,21.23045
2.5809,-0.9266,8.9567,77.742065,21.23045
2.5809,-0.9266,8.9567,77.742065,21.23045
2.5809,-0.9266,8.9567,77.742065,21.23045
2.5809,-0.9266,8.9567,77.742065,21.23045
2.5809,-0.9266,8.9567,77.742065,21.23045
2.5809,-0.9266,8.9567,77.742065,21.23045
2.5809,-0.9266,8.9567,77.742065,21.23045
2.5809,-0.9266,8.9567,77.742065,21.23045
2.5809,-0.9266,8.9567,77.742065,21.23045
2.5809,-0.9266,8.9567,77.742065,21.23045
2.5809,-0.9266,8.9567,77.742065,21.23045
2.5809,-0.9266,8.9567,77.742065,21.23045
2.5809,-0.9266,8.9567,77.742065,21.23045
2.5809,-0.9266,8.9567,77.742065,21.23045
2.5809,-0.9266,8.9567,77.742065,21.23045
2.5809,-0.9266,8.9567,77.742065,21.23045
2.5809,-0.9266,8.9567,77.742065,21.23045
2.5809,-0.9266,8.9567,77.742065,21.23045
2.5809,-0.9266,8.9567,77.742065,21.23045
2.5809,-0.9266,8.9567,77.742065,21.23045
1.3695,0.589,8.1714,77.742065,21.23045
1.3695,0.589,8.1714,77.742065,21.23045
1.3695,0.589,8.1714,77.742065,21.23045
1.3695,0.589,8.1714,77.742065,21.23045
1.3695,0.589,8.1714,77.742065,21.23045
1.3695,0.589,8.1714,77.742065,21.23045
1.3695,0.589,8.1714,77.742065,21.23045
1.3695,0.589,8.1714,77.742065,21.23045
1.3695,0.589,8.1714,77.742065,21.23045
1.3695,0.589,8.1714,77.742065,21.23045
1.3695,0.589,8.1714,77.742065,21.23045
1.3695,0.589,8.1714,77.742065,21.23045
1.3695,0.589,8.1714,77.742065,21.23045
1.3695,0.589,8.1714,77.742065,21.23045
1.3695,0.589,8.1714,77.742065,21.23045
1.3695,0.589,8.1714,77.742065,21.23045
1.3695,0.589,8.1714,77.742065,21.23045
1.3695,0.589,8.1714,77.742065,21.23045
1.3695,0.589,8.1714,77.742065,21.23045
1.3695,0.589,8.1714,77.742065,21.23045
-0.1389,0.7278,10.1897,77.742065,21.23045
-0.1389,0.7278,10.1897,77.742065,21.23045
-0.1389,0.7278,10.1897,77.742065,21.23045
-0.1389,0.7278,10.1897,77.742065,21.23045
-0.1389,0.7278,10.1897,77.742065,21.23045
-0.1389,0.7278,10.1897,77.742065,21.23045
-0.1389,0.7278,10.1897,77.742065,21.23045
-0.1389,0.7278,10.1897,77.742065,21.23045
-0.1389,0.7278,10.1897,77.742065,21.23045
-0.1389,0.7278,10.1897,77.742065,21.23045
-0.1389,0.7278,10.1897,77.742065,21.23045
-0.1389,0.7278,10.1897,77.742065,21.23045
-0.1389,0.7278,10.1897,77.742065,21.23045
-0.1389,0.7278,10.1897,77.742065,21.23045
-0.1389,0.7278,10.1897,77.742065,21.23045
-0.1389,0.7278,10.1897,77.742065,21.23045
-0.1389,0.7278,10.1897,77.742065,21.23045
-0.1389,0.7278,10.1897,77.742065,21.23045
-0.1389,0.7278,10.1897,77.742065,21.23045
-0.1389,0.7278,10.1897,77.742065,21.23045
7.5202,-2.0638,9.4595,77.742065,21.23045
7.5202,-2.0638,9.4595,77.742065,21.23045
7.5202,-2.0638,9.4595,77.742065,21.23045
7.5202,-2.0638,9.4595,77.742065,21.23045
7.5202,-2.0638,9.4595,77.742065,21.23045
7.5202,-2.0638,9.4595,77.742065,21.23045
7.5202,-2.0638,9.4595,77.742065,21.23045
7.5202,-2.0638,9.4595,77.742065,21.23045
7.5202,-2.0638,9.4595,77.742065,21.23045
7.5202,-2.0638,9.4595,77.742065,21.23045
7.5202,-2.0638,9.4595,77.742065,21.23045
7.5202,-2.0638,9.4595,77.742065,21.23045
7.5202,-2.0638,9.4595,77.742065,21.23045
7.5202,-2.0638,9.4595,77.742065,21.23045
7.5202,-2.0638,9.4595,77.742065,21.23045
7.5202,-2.0638,9.4595,77.742065,21.23045
7.5202,-2.0638,9.4595,77.742065,21.23045
7.5202,-2.0638,9.4595,77.742065,21.23045
7.5202,-2.0638,9.4595,77.742065,21.23045
7.5202,-2.0638,9.4595,77.742065,21.23045
1.7047,-1.8555,10.41,77.742065,21.23045
1.7047,-1.8555,10.41,77.742065,21.23045
1.7047,-1.8555,10.41,77.742065,21.23045
1.7047,-1.8555,10.41,77.742065,21.23045
1.7047,-1.8555,10.41,77.742065,21.23045
1.7047,-1.8555,10.41,77.742065,21.23045
1.7047,-1.8555,10.41,77.742065,21.23045
1.7047,-1.8555,10.41,77.742065,21.23045
1.7047,-1.8555,10.41,77.742065,21.23045
1.7047,-1.8555,10.41,77.742065,21.23045
1.7047,-1.8555,10.41,77.742065,21.23045
1.7047,-1.8555,10.41,77.742065,21.23045
1.7047,-1.8555,10.41,77.742065,21.23045
1.7047,-1.8555,10.41,77.742065,21.23045
1.7047,-1.8555,10.41,77.742065,21.23045
1.7047,-1.8555,10.41,77.742065,21.23045
1.7047,-1.8555,10.41,77.742065,21.23045
4.5921,0.5914,9.8904,77.742065,21.23045
4.5921,0.5914,9.8904,77.742065,21.23045
4.5921,0.5914,9.8904,77.742065,21.23045
4.5921,0.5914,9.8904,77.742065,21.23045
4.5921,0.5914,9.8904,77.742065,21.23045
4.5921,0.5914,9.8904,77.742065,21.23045
4.5921,0.5914,9.8904,77.742065,21.23045
4.5921,0.5914,9.8904,77.742065,21.23045
4.5921,0.5914,9.8904,77.742065,21.23045
4.5921,0.5914,9.8904,77.742065,21.23045
4.5921,0.5914,9.8904,77.742065,21.23045
4.5921,0.5914,9.8904,77.742065,21.23045
4.5921,0.5914,9.8904,77.742065,21.23045
4.5921,0.5914,9.8904,77.742065,21.23045
4.5921,0.5914,9.8904,77.742065,21.23045
4.5921,0.5914,9.8904,77.742065,21.23045
4.5921,0.5914,9.8904,77.742065,21.23045
4.5921,0.5914,9.8904,77.742065,21.23045
4.5921,0.5914,9.8904,77.742065,21.23045
4.8076,0.2059,9.584,77.742065,21.23045
4.8076,0.2059,9.584,77.742065,21.23045
4.8076,0.2059,9.584,77.742065,21.23045
4.8076,0.2059,9.584,77.742065,21.23045
4.8076,0.2059,9.584,77.742065,21.23045
4.8076,0.2059,9.584,77.742065,21.23045
4.8076,0.2059,9.584,77.742065,21.23045
4.8076,0.2059,9.584,77.742065,21.23045
4.8076,0.2059,9.584,77.742065,21.23045
4.8076,0.2059,9.584,77.742065,21.23045
4.8076,0.2059,9.584,77.742065,21.23045
4.8076,0.2059,9.584,77.742065,21.23045
4.8076,0.2059,9.584,77.742065,21.23045
4.8076,0.2059,9.584,77.742065,21.23045
4.8076,0.2059,9.584,77.742065,21.23045
4.8076,0.2059,9.584,77.742065,21.23045
4.8076,0.2059,9.584,77.742065,21.23045
4.8076,0.2059,9.584,77.742065,21.23045
4.8076,0.2059,9.584,77.742065,21.23045
4.8076,0.2059,9.584,77.742065,21.23045
2.5211,0.0862,9.6941,77.742065,21.23045
2.5211,0.0862,9.6941,77.742065,21.23045
2.5211,0.0862,9.6941,77.742065,21.23045
2.5211,0.0862,9.6941,77.742065,21.23045
2.5211,0.0862,9.6941,77.742065,21.23045
2.5211,0.0862,9.6941,77.742065,21.23045
2.5211,0.0862,9.6941,77.742065,21.23045
2.5211,0.0862,9.6941,77.742065,21.23045
2.5211,0.0862,9.6941,77.742065,21.23045
2.5211,0.0862,9.6941,77.742065,21.23045
2.5211,0.0862,9.6941,77.742065,21.23045
2.5211,0.0862,9.6941,77.742065,21.23045
2.5211,0.0862,9.6941,77.742065,21.23045
2.5211,0.0862,9.6941,77.742065,21.23045
2.5211,0.0862,9.6941,77.742065,21.23045
2.5211,0.0862,9.6941,77.742065,21.23045
2.5211,0.0862,9.6941,77.742065,21.23045
2.5211,0.0862,9.6941,77.742065,21.23045
2.5211,0.0862,9.6941,77.742065,21.23045
2.5211,0.0862,9.6941,77.742065,21.23045
3.1891,0.3831,9.6438,77.742065,21.23045
3.1891,0.3831,9.6438,77.742065,21.23045
3.1891,0.3831,9.6438,77.742065,21.23045
3.1891,0.3831,9.6438,77.742065,21.23045
3.1891,0.3831,9.6438,77.742065,21.23045
3.1891,0.3831,9.6438,77.742065,21.23045
3.1891,0.3831,9.6438,77.742065,21.23045
3.1891,0.3831,9.6438,77.742065,21.23045
3.1891,0.3831,9.6438,77.742065,21.23045
3.1891,0.3831,9.6438,77.742065,21.23045
3.1891,0.3831,9.6438,77.742065,21.23045
3.1891,0.3831,9.6438,77.742065,21.23045
3.1891,0.3831,9.6438,77.742065,21.23045
3.1891,0.3831,9.6438,77.742065,21.23045
3.1891,0.3831,9.6438,77.742065,21.23045
3.1891,0.3831,9.6438,77.742065,21.23045
3.1891,0.3831,9.6438,77.742065,21.23045
3.1891,0.3831,9.6438,77.742065,21.23045
3.1891,0.3831,9.6438,77.742065,21.23045
3.1891,0.3831,9.6438,77.742065,21.23045
5.1308,0.7781,8.5497,77.742065,21.23045
5.1308,0.7781,8.5497,77.742065,21.23045
5.1308,0.7781,8.5497,77.742065,21.23045
5.1308,0.7781,8.5497,77.742065,21.23045
5.1308,0.7781,8.5497,77.742065,21.23045
5.1308,0.7781,8.5497,77.742065,21.23045
5.1308,0.7781,8.5497,77.742065,21.23045
5.1308,0.7781,8.5497,77.742065,21.23045
5.1308,0.7781,8.5497,77.742065,21.23045
5.1308,0.7781,8.5497,77.742065,21.23045
5.1308,0.7781,8.5497,77.742065,21.23045
5.1308,0.7781,8.5497,77.742065,21.23045
5.1308,0.7781,8.5497,77.742065,21.23045
5.1308,0.7781,8.5497,77.742065,21.23045
5.1308,0.7781,8.5497,77.742065,21.23045
5.1308,0.7781,8.5497,77.742065,21.23045
5.1308,0.7781,8.5497,77.742065,21.23045
5.1308,0.7781,8.5497,77.742065,21.23045
5.1308,0.7781,8.5497,77.742065,21.23045
5.1308,0.7781,8.5497,77.742065,21.23045
0.9361,-0.4118,9.9982,77.742065,21.23045
0.9361,-0.4118,9.9982,77.742065,21.23045
0.9361,-0.4118,9.9982,77.742065,21.23045
0.9361,-0.4118,9.9982,77.742065,21.23045
0.9361,-0.4118,9.9982,77.742065,21.23045
0.9361,-0.4118,9.9982,77.742065,21.23045
0.9361,-0.4118,9.9982,77.742065,21.23045
0.9361,-0.4118,9.9982,77.742065,21.23045
0.9361,-0.4118,9.9982,77.742065,21.23045
0.9361,-0.4118,9.9982,77.742065,21.23045
0.9361,-0.4118,9.9982,77.742065,21.23045
0.9361,-0.4118,9.9982,77.742065,21.23045
0.9361,-0.4118,9.9982,77.742065,21.23045
0.9361,-0.4118,9.9982,77.742065,21.23045
0.9361,-0.4118,9.9982,77.742065,21.23045
0.9361,-0.4118,9.9982,77.742065,21.23045
0.9361,-0.4118,9.9982,77.742065,21.23045
0.9361,-0.4118,9.9982,77.742065,21.23045
0.9361,-0.4118,9.9982,77.742065,21.23045
0.9361,-0.4118,9.9982,77.742065,21.23045
6.4356,0.0838,8.9328,77.742065,21.23045
6.4356,0.0838,8.9328,77.742065,21.23045
6.4356,0.0838,8.9328,77.742065,21.23045
6.4356,0.0838,8.9328,77.742065,21.23045
6.4356,0.0838,8.9328,77.742065,21.23045
6.4356,0.0838,8.9328,77.742065,21.23045
6.4356,0.0838,8.9328,77.742065,21.23045
6.4356,0.0838,8.9328,77.742065,21.23045
6.4356,0.0838,8.9328,77.742065,21.23045
6.4356,0.0838,8.9328,77.742065,21.23045
6.4356,0.0838,8.9328,77.742065,21.23045
6.4356,0.0838,8.9328,77.742065,21.23045
6.4356,0.0838,8.9328,77.742065,21.23045
6.4356,0.0838,8.9328,77.742065,21.23045
6.4356,0.0838,8.9328,77.742065,21.23045
6.4356,0.0838,8.9328,77.742065,21.23045
6.4356,0.0838,8.9328,77.742065,21.23045
3.1268,1.2737,9.6462,77.742065,21.23045
3.1268,1.2737,9.6462,77.742065,21.23045
3.1268,1.2737,9.6462,77.742065,21.23045
3.1268,1.2737,9.6462,77.742065,21.23045
3.1268,1.2737,9.6462,77.742065,21.23045
3.1268,1.2737,9.6462,77.742065,21.23045
3.1268,1.2737,9.6462,77.742065,21.23045
3.1268,1.2737,9.6462,77.742065,21.23045
3.1268,1.2737,9.6462,77.742065,21.23045
3.1268,1.2737,9.6462,77.742065,21.23045
3.1268,1.2737,9.6462,77.742065,21.23045
3.1268,1.2737,9.6462,77.742065,21.23045
3.1268,1.2737,9.6462,77.742065,21.23045
3.1268,1.2737,9.6462,77.742065,21.23045
3.1268,1.2737,9.6462,77.742065,21.23045
3.1268,1.2737,9.6462,77.742065,21.23045
3.1268,1.2737,9.6462,77.742065,21.23045
3.1268,1.2737,9.6462,77.742065,21.23045
3.1268,1.2737,9.6462,77.742065,21.23045
3.1268,1.2737,9.6462,77.742065,21.23045
5.5569,0.3256,9.4643,77.742065,21.23045
5.5569,0.3256,9.4643,77.742065,21.23045
5.5569,0.3256,9.4643,77.742065,21.23045
5.5569,0.3256,9.4643,77.742065,21.23045
5.5569,0.3256,9.4643,77.742065,21.23045
5.5569,0.3256,9.4643,77.742065,21.23045
5.5569,0.3256,9.4643,77.742065,21.23045
5.5569,0.3256,9.4643,77.742065,21.23045
5.5569,0.3256,9.4643,77.742065,21.23045
5.5569,0.3256,9.4643,77.742065,21.23045
5.5569,0.3256,9.4643,77.742065,21.23045
5.5569,0.3256,9.4643,77.742065,21.23045
5.5569,0.3256,9.4643,77.742065,21.23045
5.5569,0.3256,9.4643,77.742065,21.23045
5.5569,0.3256,9.4643,77.742065,21.23045
5.5569,0.3256,9.4643,77.742065,21.23045
5.5569,0.3256,9.4643,77.742065,21.23045
5.5569,0.3256,9.4643,77.742065,21.23045
5.5569,0.3256,9.4643,77.742065,21.23045
1.7071,-0.3879,9.5193,77.742065,21.23045
1.7071,-0.3879,9.5193,77.742065,21.23045
1.7071,-0.3879,9.5193,77.742065,21.23045
1.7071,-0.3879,9.5193,77.742065,21.23045
1.7071,-0.3879,9.5193,77.742065,21.23045
1.7071,-0.3879,9.5193,77.742065,21.23045
1.7071,-0.3879,9.5193,77.742065,21.23045
1.7071,-0.3879,9.5193,77.742065,21.23045
1.7071,-0.3879,9.5193,77.742065,21.23045
1.7071,-0.3879,9.5193,77.742065,21.23045
1.7071,-0.3879,9.5193,77.742065,21.23045
1.7071,-0.3879,9.5193,77.742065,21.23045
1.7071,-0.3879,9.5193,77.742065,21.23045
1.7071,-0.3879,9.5193,77.742065,21.23045
1.7071,-0.3879,9.5193,77.742065,21.23045
1.7071,-0.3879,9.5193,77.742065,21.23045
1.7071,-0.3879,9.5193,77.742065,21.23045
1.7071,-0.3879,9.5193,77.742065,21.23045
1.7071,-0.3879,9.5193,77.742065,21.23045
1.7071,-0.3879,9.5193,77.742065,21.23045
1.7071,-0.3879,9.5193,77.742065,21.23045
1.7071,-0.3879,9.5193,77.742065,21.23045
2.4684,-0.2562,8.8202,77.742065,21.23045
2.4684,-0.2562,8.8202,77.742065,21.23045
2.4684,-0.2562,8.8202,77.742065,21.23045
2.4684,-0.2562,8.8202,77.742065,21.23045
2.4684,-0.2562,8.8202,77.742065,21.23045
2.4684,-0.2562,8.8202,77.742065,21.23045
2.4684,-0.2562,8.8202,77.742065,21.23045
2.4684,-0.2562,8.8202,77.742065,21.23045
2.4684,-0.2562,8.8202,77.742065,21.23045
2.4684,-0.2562,8.8202,77.742065,21.23045
2.4684,-0.2562,8.8202,77.742065,21.23045
2.4684,-0.2562,8.8202,77.742065,21.23045
2.4684,-0.2562,8.8202,77.742065,21.23045
2.4684,-0.2562,8.8202,77.742065,21.23045
2.4684,-0.2562,8.8202,77.742065,21.23045
2.4684,-0.2562,8.8202,77.742065,21.23045
2.4684,-0.2562,8.8202,77.742065,21.23045
2.4684,-0.2562,8.8202,77.742065,21.23045
2.4684,-0.2562,8.8202,77.742065,21.23045
2.4684,-0.2562,8.8202,77.742065,21.23045
-0.0263,0.4477,8.3989,77.742065,21.23045
-0.0263,0.4477,8.3989,77.742065,21.23045
-0.0263,0.4477,8.3989,77.742065,21.23045
-0.0263,0.4477,8.3989,77.742065,21.23045
-0.0263,0.4477,8.3989,77.742065,21.23045
-0.0263,0.4477,8.3989,77.742065,21.23045
-0.0263,0.4477,8.3989,77.742065,21.23045
-0.0263,0.4477,8.3989,77.742065,21.23045
-0.0263,0.4477,8.3989,77.742065,21.23045
-0.0263,0.4477,8.3989,77.742065,21.23045
-0.0263,0.4477,8.3989,77.742065,21.23045
-0.0263,0.4477,8.3989,77.742065,21.23045
-0.0263,0.4477,8.3989,77.742065,21.23045
-0.0263,0.4477,8.3989,77.742065,21.23045
-0.0263,0.4477,8.3989,77.742065,21.23045
-0.0263,0.4477,8.3989,77.742065,21.23045
-0.0263,0.4477,8.3989,77.742065,21.23045
-0.0263,0.4477,8.3989,77.742065,21.23045
4.2497,0.7685,9.323,77.742065,21.23045
4.2497,0.7685,9.323,77.742065,21.23045
4.2497,0.7685,9.323,77.742065,21.23045
4.2497,0.7685,9.323,77.742065,21.23045
4.2497,0.7685,9.323,77.742065,21.23045
4.2497,0.7685,9.323,77.742065,21.23045
4.2497,0.7685,9.323,77.742065,21.23045
4.2497,0.7685,9.323,77.742065,21.23045
4.2497,0.7685,9.323,77.742065,21.23045
4.2497,0.7685,9.323,77.742065,21.23045
4.2497,0.7685,9.323,77.742065,21.23045
4.2497,0.7685,9.323,77.742065,21.23045
4.2497,0.7685,9.323,77.742065,21.23045
4.2497,0.7685,9.323,77.742065,21.23045
4.2497,0.7685,9.323,77.742065,21.23045
4.2497,0.7685,9.323,77.742065,21.23045
4.2497,0.7685,9.323,77.742065,21.23045
4.2497,0.7685,9.323,77.742065,21.23045
4.2497,0.7685,9.323,77.742065,21.23045
4.2497,0.7685,9.323,77.742065,21.23045
-0.4453,0.1221,7.8913,77.742065,21.23045
-0.4453,0.1221,7.8913,77.742065,21.23045
-0.4453,0.1221,7.8913,77.742065,21.23045
-0.4453,0.1221,7.8913,77.742065,21.23045
-0.4453,0.1221,7.8913,77.742065,21.23045
-0.4453,0.1221,7.8913,77.742065,21.23045
-0.4453,0.1221,7.8913,77.742065,21.23045
-0.4453,0.1221,7.8913,77.742065,21.23045
-0.4453,0.1221,7.8913,77.742065,21.23045
-0.4453,0.1221,7.8913,77.742065,21.23045
-0.4453,0.1221,7.8913,77.742065,21.23045
-0.4453,0.1221,7.8913,77.742065,21.23045
-0.4453,0.1221,7.8913,77.742065,21.23045
-0.4453,0.1221,7.8913,77.742065,21.23045
-0.4453,0.1221,7.8913,77.742065,21.23045
-0.4453,0.1221,7.8913,77.742065,21.23045
-0.4453,0.1221,7.8913,77.742065,21.23045
-0.4453,0.1221,7.8913,77.742065,21.23045
-0.4453,0.1221,7.8913,77.742065,21.23045
1.0942,-1.5634,12.129,77.742065,21.23045
1.0942,-1.5634,12.129,77.742065,21.23045
1.0942,-1.5634,12.129,77.742065,21.23045
1.0942,-1.5634,12.129,77.742065,21.23045
1.0942,-1.5634,12.129,77.742065,21.23045
1.0942,-1.5634,12.129,77.742065,21.23045
1.0942,-1.5634,12.129,77.742065,21.23045
1.0942,-1.5634,12.129,77.742065,21.23045
1.0942,-1.5634,12.129,77.742065,21.23045
1.0942,-1.5634,12.129,77.742065,21.23045
1.0942,-1.5634,12.129,77.742065,21.23045
1.0942,-1.5634,12.129,77.742065,21.23045
1.0942,-1.5634,12.129,77.742065,21.23045
1.0942,-1.5634,12.129,77.742065,21.23045
1.0942,-1.5634,12.129,77.742065,21.23045
1.0942,-1.5634,12.129,77.742065,21.23045
1.0942,-1.5634,12.129,77.742065,21.23045
1.0942,-1.5634,12.129,77.742065,21.23045
1.0942,-1.5634,12.129,77.742065,21.23045
1.0942,-1.5634,12.129,77.742065,21.23045
5.1427,0.7159,9.1219,77.742065,21.23045
5.1427,0.7159,9.1219,77.742065,21.23045
5.1427,0.7159,9.1219,77.742065,21.23045
5.1427,0.7159,9.1219,77.742065,21.23045
5.1427,0.7159,9.1219,77.742065,21.23045
5.1427,0.7159,9.1219,77.742065,21.23045
5.1427,0.7159,9.1219,77.742065,21.23045
5.1427,0.7159,9.1219,77.742065,21.23045
5.1427,0.7159,9.1219,77.742065,21.23045
5.1427,0.7159,9.1219,77.742065,21.23045
5.1427,0.7159,9.1219,77.742065,21.23045
5.1427,0.7159,9.1219,77.742065,21.23045
5.1427,0.7159,9.1219,77.742065,21.23045
5.1427,0.7159,9.1219,77.742065,21.23045
5.1427,0.7159,9.1219,77.742065,21.23045
5.1427,0.7159,9.1219,77.742065,21.23045
5.1427,0.7159,9.1219,77.742065,21.23045
5.1427,0.7159,9.1219,77.742065,21.23045
5.1427,0.7159,9.1219,77.742065,21.23045
5.1427,0.7159,9.1219,77.742065,21.23045
4.0342,-1.087,7.8793,77.742065,21.23045
4.0342,-1.087,7.8793,77.742065,21.23045
4.0342,-1.087,7.8793,77.742065,21.23045
4.0342,-1.087,7.8793,77.742065,21.23045
4.0342,-1.087,7.8793,77.742065,21.23045
4.0342,-1.087,7.8793,77.742065,21.23045
4.0342,-1.087,7.8793,77.742065,21.23045
4.0342,-1.087,7.8793,77.742065,21.23045
4.0342,-1.087,7.8793,77.742065,21.23045
4.0342,-1.087,7.8793,77.742065,21.23045
4.0342,-1.087,7.8793,77.742065,21.23045
4.0342,-1.087,7.8793,77.742065,21.23045
4.0342,-1.087,7.8793,77.742065,21.23045
4.0342,-1.087,7.8793,77.742065,21.23045
4.0342,-1.087,7.8793,77.742065,21.23045
4.0342,-1.087,7.8793,77.742065,21.23045
4.0342,-1.087,7.8793,77.742065,21.23045
4.0342,-1.087,7.8793,77.742065,21.23045
4.0342,-1.087,7.8793,77.742065,21.23045
4.0342,-1.087,7.8793,77.742065,21.23045
-3.3902,0.2418,8.102,77.742065,21.23045
-3.3902,0.2418,8.102,77.742065,21.23045
-3.3902,0.2418,8.102,77.742065,21.23045
-3.3902,0.2418,8.102,77.742065,21.23045
-3.3902,0.2418,8.102,77.742065,21.23045
-3.3902,0.2418,8.102,77.742065,21.23045
-3.3902,0.2418,8.102,77.742065,21.23045
-3.3902,0.2418,8.102,77.742065,21.23045
-3.3902,0.2418,8.102,77.742065,21.23045
-3.3902,0.2418,8.102,77.742065,21.23045
-3.3902,0.2418,8.102,77.742065,21.23045
-3.3902,0.2418,8.102,77.742065,21.23045
-3.3902,0.2418,8.102,77.742065,21.23045
-3.3902,0.2418,8.102,77.742065,21.23045
-3.3902,0.2418,8.102,77.742065,21.23045
-3.3902,0.2418,8.102,77.742065,21.23045
-3.3902,0.2418,8.102,77.742065,21.23045
-3.3902,0.2418,8.102,77.742065,21.23045
12.0644,1.0127,8.0469,77.742065,21.23045
