AccX,AccY,AccZ,Longitude,Latitude
3.6799,0.8547,9.3422,77.742,21.22986
3.6799,0.8547,9.3422,77.742,21.22986
3.6799,0.8547,9.3422,77.742,21.22986
3.6799,0.8547,9.3422,77.742,21.22986
3.6799,0.8547,9.3422,77.742,21.22986
3.6799,0.8547,9.3422,77.742,21.22986
3.6799,0.8547,9.3422,77.742,21.22986
3.6799,0.8547,9.3422,77.742,21.22986
3.6799,0.8547,9.3422,77.742,21.22986
3.6799,0.8547,9.3422,77.742,21.22986
3.6799,0.8547,9.3422,77.742,21.22986
3.6799,0.8547,9.3422,77.742,21.22986
3.6799,0.8547,9.3422,77.742,21.22986
3.6799,0.8547,9.3422,77.742,21.22986
3.6799,0.8547,9.3422,77.742,21.22986
3.6799,0.8547,9.3422,77.742,21.22986
3.6799,0.8547,9.3422,77.742,21.22986
3.6799,0.8547,9.3422,77.742,21.22986
3.6799,0.8547,9.3422,77.742,21.229816
6.0214,0.2131,10.6374,77.742,21.229816
6.0214,0.2131,10.6374,77.742,21.229816
6.0214,0.2131,10.6374,77.742,21.229816
6.0214,0.2131,10.6374,77.742,21.229816
6.0214,0.2131,10.6374,77.742,21.229816
6.0214,0.2131,10.6374,77.742,21.229816
6.0214,0.2131,10.6374,77.742,21.229816
6.0214,0.2131,10.6374,77.742,21.229816
6.0214,0.2131,10.6374,77.742,21.229816
6.0214,0.2131,10.6374,77.742,21.229816
6.0214,0.2131,10.6374,77.742,21.229816
6.0214,0.2131,10.6374,77.742,21.229816
6.0214,0.2131,10.6374,77.742,21.229816
6.0214,0.2131,10.6374,77.742,21.229816
6.0214,0.2131,10.6374,77.742,21.229816
6.0214,0.2131,10.6374,77.742,21.229816
6.0214,0.2131,10.6374,77.742,21.229816
6.0214,0.2131,10.6374,77.742,21.229816
6.0214,0.2131,10.6374,77.742,21.229816
6.0214,0.2131,10.6374,77.742,21.229816
4.0917,0.4669,13.6446,77.742,21.229816
4.0917,0.4669,13.6446,77.742,21.229816
4.0917,0.4669,13.6446,77.742,21.229816
4.0917,0.4669,13.6446,77.742,21.229816
4.0917,0.4669,13.6446,77.742,21.229816
4.0917,0.4669,13.6446,77.742,21.229816
4.0917,0.4669,13.6446,77.742,21.229816
4.0917,0.4669,13.6446,77.742,21.229816
4.0917,0.4669,13.6446,77.742,21.229816
4.0917,0.4669,13.6446,77.742,21.229816
4.0917,0.4669,13.6446,77.742,21.229816
4.0917,0.4669,13.6446,77.742,21.229816
4.0917,0.4669,13.6446,77.742,21.229816
4.0917,0.4669,13.6446,77.742,21.229816
4.0917,0.4669,13.6446,77.742,21.229816
4.0917,0.4669,13.6446,77.742,21.229816
4.0917,0.4669,13.6446,77.742,21.229816
4.0917,0.4669,13.6446,77.742,21.229816
4.0917,0.4669,13.6446,77.742,21.229816
4.0917,0.4669,13.6446,77.742,21.229816
3.5578,0.0551,6.189,77.742,21.229816
3.5578,0.0551,6.189,77.742,21.229816
3.5578,0.0551,6.189,77.742,21.229816
3.5578,0.0551,6.189,77.742,21.229816
3.5578,0.0551,6.189,77.742,21.229816
3.5578,0.0551,6.189,77.742,21.229816
3.5578,0.0551,6.189,77.742,21.229816
3.5578,0.0551,6.189,77.742,21.229816
3.5578,0.0551,6.189,77.742,21.229816
3.5578,0.0551,6.189,77.742,21.229816
3.5578,0.0551,6.189,77.742,21.229816
3.5578,0.0551,6.189,77.742,21.229816
3.5578,0.0551,6.189,77.742,21.229816
3.5578,0.0551,6.189,77.742,21.229816
3.5578,0.0551,6.189,77.742,21.229816
3.5578,0.0551,6.189,77.742,21.229816
3.5578,0.0551,6.189,77.742,21.229816
0.5483,-0.2083,7.5369,77.742,21.229816
0.5483,-0.2083,7.5369,77.742,21.229816
0.5483,-0.2083,7.5369,77.742,21.229816
0.5483,-0.2083,7.5369,77.742,21.229816
0.5483,-0.2083,7.5369,77.742,21.229816
0.5483,-0.2083,7.5369,77.742,21.229816
0.5483,-0.2083,7.5369,77.742,21.229816
0.5483,-0.2083,7.5369,77.742,21.229816
0.5483,-0.2083,7.5369,77.742,21.229816
0.5483,-0.2083,7.5369,77.742,21.229816
0.5483,-0.2083,7.5369,77.742,21.229816
0.5483,-0.2083,7.5369,77.742,21.229816
0.5483,-0.2083,7.5369,77.742,21.229816
0.5483,-0.2083,7.5369,77.742,21.229816
0.5483,-0.2083,7.5369,77.742,21.229816
0.5483,-0.2083,7.5369,77.742,21.229816
0.5483,-0.2083,7.5369,77.742,21.229816
0.5483,-0.2083,7.5369,77.742,21.229816
0.5483,-0.2083,7.5369,77.742,21.229816
0.5483,-0.2083,7.5369,77.742,21.229816
3.0837,0.7949,10.1394,77.742,21.229816
3.0837,0.7949,10.1394,77.742,21.229816
3.0837,0.7949,10.1394,77.742,21.229816
3.0837,0.7949,10.1394,77.742,21.229816
3.0837,0.7949,10.1394,77.742,21.229816
3.0837,0.7949,10.1394,77.742,21.229816
3.0837,0.7949,10.1394,77.742,21.229816
3.0837,0.7949,10.1394,77.742,21.229816
3.0837,0.7949,10.1394,77.742,21.229816
3.0837,0.7949,10.1394,77.742,21.229816
3.0837,0.7949,10.1394,77.742,21.229816
3.0837,0.7949,10.1394,77.742,21.229816
3.0837,0.7949,10.1394,77.742,21.229816
3.0837,0.7949,10.1394,77.742,21.229816
3.0837,0.7949,10.1394,77.742,21.229816
3.0837,0.7949,10.1394,77.742,21.229816
3.0837,0.7949,10.1394,77.742,21.229816
3.0837,0.7949,10.1394,77.742,21.229816
2.071,-0.0766,10.2232,77.742,21.229816
2.071,-0.0766,10.2232,77.742,21.229816
2.071,-0.0766,10.2232,77.742,21.229816
2.071,-0.0766,10.2232,77.742,21.229816
2.071,-0.0766,10.2232,77.742,21.229816
2.071,-0.0766,10.2232,77.742,21.229816
2.071,-0.0766,10.2232,77.742,21.229816
2.071,-0.0766,10.2232,77.742,21.229816
2.071,-0.0766,10.2232,77.742,21.229816
2.071,-0.0766,10.2232,77.742,21.229816
2.071,-0.0766,10.2232,77.742,21.229816
2.071,-0.0766,10.2232,77.742,21.229816
2.071,-0.0766,10.2232,77.742,21.229816
2.071,-0.0766,10.2232,77.742,21.229816
2.071,-0.0766,10.2232,77.742,21.229816
2.071,-0.0766,10.2232,77.742,21.229816
2.071,-0.0766,10.2232,77.742,21.229816
1.5107,0.0527,9.3853,77.742,21.229816
1.5107,0.0527,9.3853,77.742,21.229816
1.5107,0.0527,9.3853,77.742,21.229816
1.5107,0.0527,9.3853,77.742,21.229816
1.5107,0.0527,9.3853,77.742,21.229816
1.5107,0.0527,9.3853,77.742,21.229816
1.5107,0.0527,9.3853,77.742,21.229816
1.5107,0.0527,9.3853,77.742,21.229816
1.5107,0.0527,9.3853,77.742,21.229816
1.5107,0.0527,9.3853,77.742,21.229816
1.5107,0.0527,9.3853,77.742,21.229816
1.5107,0.0527,9.3853,77.742,21.229816
1.5107,0.0527,9.3853,77.742,21.229816
1.5107,0.0527,9.3853,77.742,21.229816
1.5107,0.0527,9.3853,77.742,21.229816
1.5107,0.0527,9.3853,77.742,21.229816
1.5107,0.0527,9.3853,77.742,21.229816
0.1293,-0.103,10.5034,77.742,21.229816
0.1293,-0.103,10.5034,77.742,21.229816
0.1293,-0.103,10.5034,77.742,21.229816
0.1293,-0.103,10.5034,77.742,21.229816
0.1293,-0.103,10.5034,77.742,21.229816
0.1293,-0.103,10.5034,77.742,21.229816
0.1293,-0.103,10.5034,77.742,21.229816
0.1293,-0.103,10.5034,77.742,21.229816
0.1293,-0.103,10.5034,77.742,21.229816
0.1293,-0.103,10.5034,77.742,21.229816
0.1293,-0.103,10.5034,77.742,21.229816
0.1293,-0.103,10.5034,77.742,21.229816
0.1293,-0.103,10.5034,77.742,21.229816
0.1293,-0.103,10.5034,77.742,21.229816
0.1293,-0.103,10.5034,77.742,21.229816
0.1293,-0.103,10.5034,77.742,21.229816
0.1293,-0.103,10.5034,77.742,21.229816
0.1293,-0.103,10.5034,77.742,21.229816
0.1293,-0.103,10.5034,77.742,21.229816
2.0806,0.5171,10.1466,77.742,21.229816
2.0806,0.5171,10.1466,77.742,21.229816
2.0806,0.5171,10.1466,77.742,21.229816
2.0806,0.5171,10.1466,77.742,21.229816
2.0806,0.5171,10.1466,77.742,21.229816
2.0806,0.5171,10.1466,77.742,21.229816
2.0806,0.5171,10.1466,77.742,21.229816
2.0806,0.5171,10.1466,77.742,21.229816
2.0806,0.5171,10.1466,77.742,21.229816
2.0806,0.5171,10.1466,77.742,21.229816
2.0806,0.5171,10.1466,77.742,21.229816
2.0806,0.5171,10.1466,77.742,21.229816
2.0806,0.5171,10.1466,77.742,21.229816
2.0806,0.5171,10.1466,77.742,21.229816
2.0806,0.5171,10.1466,77.742,21.229816
2.0806,0.5171,10.1466,77.742,21.229816
2.0806,0.5171,10.1466,77.742,21.229816
2.0806,0.5171,10.1466,77.742,21.229816
2.0806,0.5171,10.1466,77.742,21.229816
2.0806,0.5171,10.1466,77.742,21.229816
1.0606,0.1101,8.3917,77.742,21.229816
1.0606,0.1101,8.3917,77.742,21.229816
1.0606,0.1101,8.3917,77.742,21.229816
1.0606,0.1101,8.3917,77.742,21.229816
1.0606,0.1101,8.3917,77.742,21.229816
1.0606,0.1101,8.3917,77.742,21.229816
1.0606,0.1101,8.3917,77.742,21.229816
1.0606,0.1101,8.3917,77.742,21.229816
1.0606,0.1101,8.3917,77.742,21.229816
1.0606,0.1101,8.3917,77.742,21.229816
1.0606,0.1101,8.3917,77.742,21.229816
1.0606,0.1101,8.3917,77.742,21.229816
1.0606,0.1101,8.3917,77.742,21.229816
1.0606,0.1101,8.3917,77.742,21.229816
1.0606,0.1101,8.3917,77.742,21.229816
1.0606,0.1101,8.3917,77.742,21.229816
1.0606,0.1101,8.3917,77.742,21.229816
1.0606,0.1101,8.3917,77.742,21.229816
1.0606,0.1101,8.3917,77.742,21.229816
1.0606,0.1101,8.3917,77.742,21.229816
4.379,0.7638,8.0828,77.742,21.229816
4.379,0.7638,8.0828,77.742,21.229816
4.379,0.7638,8.0828,77.742,21.229816
4.379,0.7638,8.0828,77.742,21.229816
4.379,0.7638,8.0828,77.742,21.229816
4.379,0.7638,8.0828,77.742,21.229816
4.379,0.7638,8.0828,77.742,21.229816
4.379,0.7638,8.0828,77.742,21.229816
4.379,0.7638,8.0828,77.742,21.229776
4.379,0.7638,8.0828,77.742,21.229776
4.379,0.7638,8.0828,77.742,21.229776
4.379,0.7638,8.0828,77.742,21.229776
4.379,0.7638,8.0828,77.742,21.229776
4.379,0.7638,8.0828,77.742,21.229776
4.379,0.7638,8.0828,77.742,21.229776
4.379,0.7638,8.0828,77.742,21.229776
4.379,0.7638,8.0828,77.742,21.229776
4.379,0.7638,8.0828,77.742,21.229776
4.379,0.7638,8.0828,77.742,21.229776
4.379,0.7638,8.0828,77.742,21.229776
2.3846,0.6249,9.2009,77.742,21.229776
2.3846,0.6249,9.2009,77.742,21.229776
2.3846,0.6249,9.2009,77.742,21.229776
2.3846,0.6249,9.2009,77.742,21.229776
2.3846,0.6249,9.2009,77.742,21.229776
2.3846,0.6249,9.2009,77.742,21.229776
2.3846,0.6249,9.2009,77.742,21.229776
2.3846,0.6249,9.2009,77.742,21.229776
2.3846,0.6249,9.2009,77.742,21.229776
2.3846,0.6249,9.2009,77.742,21.229776
2.3846,0.6249,9.2009,77.742,21.229776
2.3846,0.6249,9.2009,77.742,21.229776
2.3846,0.6249,9.2009,77.742,21.229776
2.3846,0.6249,9.2009,77.742,21.229776
2.3846,0.6249,9.2009,77.742,21.229776
2.3846,0.6249,9.2009,77.742,21.229776
2.3846,0.6249,9.2009,77.742,21.229776
2.3846,0.6249,9.2009,77.742,21.229776
2.3846,0.6249,9.2009,77.742,21.229776
2.3846,0.6249,9.2009,77.742,21.229776
-0.5363,0.0192,9.8857,77.742,21.229776
-0.5363,0.0192,9.8857,77.742,21.229776
-0.5363,0.0192,9.8857,77.742,21.229776
-0.5363,0.0192,9.8857,77.742,21.229776
-0.5363,0.0192,9.8857,77.742,21.229776
-0.5363,0.0192,9.8857,77.742,21.229776
-0.5363,0.0192,9.8857,77.742,21.229776
-0.5363,0.0192,9.8857,77.742,21.229776
-0.5363,0.0192,9.8857,77.742,21.229776
-0.5363,0.0192,9.8857,77.742,21.229776
-0.5363,0.0192,9.8857,77.742,21.229776
-0.5363,0.0192,9.8857,77.742,21.229776
-0.5363,0.0192,9.8857,77.742,21.229776
-0.5363,0.0192,9.8857,77.742,21.229776
-0.5363,0.0192,9.8857,77.742,21.229776
-0.5363,0.0192,9.8857,77.742,21.229776
-0.5363,0.0192,9.8857,77.742,21.229776
-0.5363,0.0192,9.8857,77.742,21.229776
-0.5363,0.0192,9.8857,77.742,21.229776
-0.5363,0.0192,9.8857,77.742,21.229776
8.6311,0.3711,8.4372,77.742,21.229776
8.6311,0.3711,8.4372,77.742,21.229776
8.6311,0.3711,8.4372,77.742,21.229776
8.6311,0.3711,8.4372,77.742,21.229776
8.6311,0.3711,8.4372,77.742,21.229776
8.6311,0.3711,8.4372,77.742,21.229776
8.6311,0.3711,8.4372,77.742,21.229776
8.6311,0.3711,8.4372,77.742,21.229776
8.6311,0.3711,8.4372,77.742,21.229776
8.6311,0.3711,8.4372,77.742,21.229776
8.6311,0.3711,8.4372,77.742,21.229776
8.6311,0.3711,8.4372,77.742,21.229776
8.6311,0.3711,8.4372,77.742,21.229776
8.6311,0.3711,8.4372,77.742,21.229776
8.6311,0.3711,8.4372,77.742,21.229776
8.6311,0.3711,8.4372,77.742,21.229776
8.6311,0.3711,8.4372,77.742,21.229776
8.6311,0.3711,8.4372,77.742,21.229776
8.6311,0.3711,8.4372,77.742,21.229776
8.6311,0.3711,8.4372,77.742,21.229776
6.5194,0.2418,10.8984,77.742,21.229776
6.5194,0.2418,10.8984,77.742,21.229776
6.5194,0.2418,10.8984,77.742,21.229776
6.5194,0.2418,10.8984,77.742,21.229776
6.5194,0.2418,10.8984,77.742,21.229776
6.5194,0.2418,10.8984,77.742,21.229776
6.5194,0.2418,10.8984,77.742,21.229776
6.5194,0.2418,10.8984,77.742,21.229776
6.5194,0.2418,10.8984,77.742,21.229776
6.5194,0.2418,10.8984,77.742,21.229776
6.5194,0.2418,10.8984,77.742,21.229776
6.5194,0.2418,10.8984,77.742,21.229776
6.5194,0.2418,10.8984,77.742,21.229776
6.5194,0.2418,10.8984,77.742,21.229776
6.5194,0.2418,10.8984,77.742,21.229776
6.5194,0.2418,10.8984,77.742,21.229776
6.5194,0.2418,10.8984,77.742,21.229776
6.5194,0.2418,10.8984,77.742,21.229776
6.5194,0.2418,10.8984,77.742,21.229776
6.5194,0.2418,10.8984,77.742,21.229776
-5.0111,-0.5962,11.1306,77.742,21.229776
-5.0111,-0.5962,11.1306,77.742,21.229776
-5.0111,-0.5962,11.1306,77.742,21.229776
-5.0111,-0.5962,11.1306,77.742,21.229776
-5.0111,-0.5962,11.1306,77.742,21.229776
-5.0111,-0.5962,11.1306,77.742,21.229776
-5.0111,-0.5962,11.1306,77.742,21.229776
-5.0111,-0.5962,11.1306,77.742,21.229776
-5.0111,-0.5962,11.1306,77.742,21.229776
-5.0111,-0.5962,11.1306,77.742,21.229776
-5.0111,-0.5962,11.1306,77.742,21.229776
-5.0111,-0.5962,11.1306,77.742,21.229776
-5.0111,-0.5962,11.1306,77.742,21.229776
-5.0111,-0.5962,11.1306,77.742,21.229776
-5.0111,-0.5962,11.1306,77.742,21.229776
-5.0111,-0.5962,11.1306,77.742,21.229776
6.4907,0.6249,9.9838,77.742,21.229776
6.4907,0.6249,9.9838,77.742,21.229776
6.4907,0.6249,9.9838,77.742,21.229776
6.4907,0.6249,9.9838,77.742,21.229776
6.4907,0.6249,9.9838,77.742,21.229776
6.4907,0.6249,9.9838,77.742,21.229776
6.4907,0.6249,9.9838,77.742,21.229776
6.4907,0.6249,9.9838,77.742,21.229776
6.4907,0.6249,9.9838,77.742,21.229776
6.4907,0.6249,9.9838,77.742,21.229776
6.4907,0.6249,9.9838,77.742,21.229776
6.4907,0.6249,9.9838,77.742,21.229776
6.4907,0.6249,9.9838,77.742,21.229776
6.4907,0.6249,9.9838,77.742,21.229776
6.4907,0.6249,9.9838,77.742,21.229776
6.4907,0.6249,9.9838,77.742,21.229776
6.4907,0.6249,9.9838,77.742,21.229776
6.4907,0.6249,9.9838,77.742,21.229776
6.4907,0.6249,9.9838,77.742,21.229776
1.4293,1.1827,9.2057,77.742,21.229776
1.4293,1.1827,9.2057,77.742,21.229776
1.4293,1.1827,9.2057,77.742,21.229776
1.4293,1.1827,9.2057,77.742,21.229776
1.4293,1.1827,9.2057,77.742,21.229776
1.4293,1.1827,9.2057,77.742,21.229776
1.4293,1.1827,9.2057,77.742,21.229776
1.4293,1.1827,9.2057,77.742,21.229776
1.4293,1.1827,9.2057,77.742,21.229776
1.4293,1.1827,9.2057,77.742,21.229776
1.4293,1.1827,9.2057,77.742,21.229776
1.4293,1.1827,9.2057,77.742,21.229776
1.4293,1.1827,9.2057,77.742,21.229776
1.4293,1.1827,9.2057,77.742,21.229776
1.4293,1.1827,9.2057,77.742,21.229776
1.4293,1.1827,9.2057,77.742,21.229776
1.4293,1.1827,9.2057,77.742,21.229776
1.4293,1.1827,9.2057,77.742,21.229776
1.4293,1.1827,9.2057,77.742,21.229776
1.4293,1.1827,9.2057,77.742,21.229776
1.4293,1.1827,9.2057,77.742,21.229776
-1.743,1.5227,8.8849,77.742,21.229776
-1.743,1.5227,8.8849,77.742,21.229776
-1.743,1.5227,8.8849,77.742,21.229776
-1.743,1.5227,8.8849,77.742,21.229776
-1.743,1.5227,8.8849,77.742,21.229776
-1.743,1.5227,8.8849,77.742,21.229776
-1.743,1.5227,8.8849,77.742,21.229776
-1.743,1.5227,8.8849,77.742,21.229776
-1.743,1.5227,8.8849,77.742,21.229776
-1.743,1.5227,8.8849,77.742,21.229776
-1.743,1.5227,8.8849,77.742,21.229776
-1.743,1.5227,8.8849,77.742,21.229776
-1.743,1.5227,8.8849,77.742,21.229776
-1.743,1.5227,8.8849,77.742,21.229776
-1.743,1.5227,8.8849,77.742,21.229776
-1.743,1.5227,8.8849,77.742,21.229776
-1.743,1.5227,8.8849,77.742,21.229776
4.2282,1.968,9.991,77.742,21.229776
4.2282,1.968,9.991,77.742,21.229776
4.2282,1.968,9.991,77.742,21.229776
4.2282,1.968,9.991,77.742,21.229776
4.2282,1.968,9.991,77.742,21.229776
4.2282,1.968,9.991,77.742,21.229776
4.2282,1.968,9.991,77.742,21.229776
4.2282,1.968,9.991,77.742,21.229776
4.2282,1.968,9.991,77.742,21.229776
4.2282,1.968,9.991,77.742,21.229776
4.2282,1.968,9.991,77.742,21.229776
4.2282,1.968,9.991,77.742,21.229776
4.2282,1.968,9.991,77.742,21.229776
4.2282,1.968,9.991,77.742,21.229776
4.2282,1.968,9.991,77.742,21.229776
4.2282,1.968,9.991,77.742,21.229776
6.9384,1.5826,11.3844,77.742,21.229776
6.9384,1.5826,11.3844,77.742,21.229776
6.9384,1.5826,11.3844,77.742,21.229776
6.9384,1.5826,11.3844,77.742,21.229776
6.9384,1.5826,11.3844,77.742,21.229776
6.9384,1.5826,11.3844,77.742,21.229776
6.9384,1.5826,11.3844,77.742,21.229776
6.9384,1.5826,11.3844,77.742,21.229776
6.9384,1.5826,11.3844,77.742,21.229776
6.9384,1.5826,11.3844,77.742,21.229776
6.9384,1.5826,11.3844,77.742,21.229776
6.9384,1.5826,11.3844,77.742,21.229776
6.9384,1.5826,11.3844,77.742,21.229776
6.9384,1.5826,11.3844,77.742,21.229776
6.9384,1.5826,11.3844,77.742,21.229776
6.9384,1.5826,11.3844,77.742,21.229776
6.9384,1.5826,11.3844,77.742,21.229776
6.9384,1.5826,11.3844,77.742,21.229776
7.7955,1.1684,10.3214,77.742,21.229776
7.7955,1.1684,10.3214,77.742,21.229776
7.7955,1.1684,10.3214,77.742,21.229776
7.7955,1.1684,10.3214,77.742,21.229776
7.7955,1.1684,10.3214,77.742,21.229776
7.7955,1.1684,10.3214,77.742,21.229744
7.7955,1.1684,10.3214,77.742,21.229744
7.7955,1.1684,10.3214,77.742,21.229744
7.7955,1.1684,10.3214,77.742,21.229744
7.7955,1.1684,10.3214,77.742,21.229744
7.7955,1.1684,10.3214,77.742,21.229744
7.7955,1.1684,10.3214,77.742,21.229744
7.7955,1.1684,10.3214,77.742,21.229744
7.7955,1.1684,10.3214,77.742,21.229744
7.7955,1.1684,10.3214,77.742,21.229744
7.7955,1.1684,10.3214,77.742,21.229744
7.7955,1.1684,10.3214,77.742,21.229744
7.7955,1.1684,10.3214,77.742,21.229744
7.7955,1.1684,10.3214,77.742,21.229744
7.7955,1.1684,10.3214,77.742,21.229744
6.7852,-0.0575,8.8873,77.742,21.229744
6.7852,-0.0575,8.8873,77.742,21.229744
6.7852,-0.0575,8.8873,77.742,21.229744
6.7852,-0.0575,8.8873,77.742,21.229744
6.7852,-0.0575,8.8873,77.742,21.229744
6.7852,-0.0575,8.8873,77.742,21.229744
6.7852,-0.0575,8.8873,77.742,21.229744
6.7852,-0.0575,8.8873,77.742,21.229744
6.7852,-0.0575,8.8873,77.742,21.229744
6.7852,-0.0575,8.8873,77.742,21.229744
6.7852,-0.0575,8.8873,77.742,21.229744
6.7852,-0.0575,8.8873,77.742,21.229744
6.7852,-0.0575,8.8873,77.742,21.229744
6.7852,-0.0575,8.8873,77.742,21.229744
6.7852,-0.0575,8.8873,77.742,21.229744
6.7852,-0.0575,8.8873,77.742,21.229744
6.7852,-0.0575,8.8873,77.742,21.229744
6.7852,-0.0575,8.8873,77.742,21.229744
6.7852,-0.0575,8.8873,77.742,21.229744
6.7852,-0.0575,8.8873,77.742,21.229744
4.5179,-0.1484,10.4986,77.742,21.229744
4.5179,-0.1484,10.4986,77.742,21.229744
4.5179,-0.1484,10.4986,77.742,21.229744
4.5179,-0.1484,10.4986,77.742,21.229744
4.5179,-0.1484,10.4986,77.742,21.229744
4.5179,-0.1484,10.4986,77.742,21.229744
4.5179,-0.1484,10.4986,77.742,21.229744
4.5179,-0.1484,10.4986,77.742,21.229744
4.5179,-0.1484,10.4986,77.742,21.229744
4.5179,-0.1484,10.4986,77.742,21.229744
4.5179,-0.1484,10.4986,77.742,21.229744
4.5179,-0.1484,10.4986,77.742,21.229744
4.5179,-0.1484,10.4986,77.742,21.229744
4.5179,-0.1484,10.4986,77.742,21.229744
4.5179,-0.1484,10.4986,77.742,21.229744
4.5179,-0.1484,10.4986,77.742,21.229744
4.5179,-0.1484,10.4986,77.742,21.229744
4.5179,-0.1484,10.4986,77.742,21.229744
4.5179,-0.1484,10.4986,77.742,21.229744
4.5179,-0.1484,10.4986,77.742,21.229744
5.0661,-0.34,9.9024,77.742,21.229744
5.0661,-0.34,9.9024,77.742,21.229744
5.0661,-0.34,9.9024,77.742,21.229744
5.0661,-0.34,9.9024,77.742,21.229744
5.0661,-0.34,9.9024,77.742,21.229744
5.0661,-0.34,9.9024,77.742,21.229744
5.0661,-0.34,9.9024,77.742,21.229744
5.0661,-0.34,9.9024,77.742,21.229744
5.0661,-0.34,9.9024,77.742,21.229744
5.0661,-0.34,9.9024,77.742,21.229744
5.0661,-0.34,9.9024,77.742,21.229744
5.0661,-0.34,9.9024,77.742,21.229744
5.0661,-0.34,9.9024,77.742,21.229744
5.0661,-0.34,9.9024,77.742,21.229744
5.0661,-0.34,9.9024,77.742,21.229744
5.0661,-0.34,9.9024,77.742,21.229744
5.0661,-0.34,9.9024,77.742,21.229744
5.0661,-0.34,9.9024,77.742,21.229744
5.0661,-0.34,9.9024,77.742,21.229744
5.0661,-0.34,9.9024,77.742,21.229744
7.75,0.6297,8.928,77.742,21.229744
7.75,0.6297,8.928,77.742,21.229744
7.75,0.6297,8.928,77.742,21.229744
7.75,0.6297,8.928,77.742,21.229744
7.75,0.6297,8.928,77.742,21.229744
7.75,0.6297,8.928,77.742,21.229744
7.75,0.6297,8.928,77.742,21.229744
7.75,0.6297,8.928,77.742,21.229744
7.75,0.6297,8.928,77.742,21.229744
7.75,0.6297,8.928,77.742,21.229744
7.75,0.6297,8.928,77.742,21.229744
7.75,0.6297,8.928,77.742,21.229744
7.75,0.6297,8.928,77.742,21.229744
7.75,0.6297,8.928,77.742,21.229744
7.75,0.6297,8.928,77.742,21.229744
7.75,0.6297,8.928,77.742,21.229744
7.75,0.6297,8.928,77.742,21.229744
7.75,0.6297,8.928,77.742,21.229744
7.75,0.6297,8.928,77.742,21.229744
7.75,0.6297,8.928,77.742,21.229744
7.75,0.6297,8.928,77.742,21.229744
8.8849,2.2218,10.489,77.742,21.229744
8.8849,2.2218,10.489,77.742,21.229744
8.8849,2.2218,10.489,77.742,21.229744
8.8849,2.2218,10.489,77.742,21.229744
8.8849,2.2218,10.489,77.742,21.229744
8.8849,2.2218,10.489,77.742,21.229744
8.8849,2.2218,10.489,77.742,21.229744
8.8849,2.2218,10.489,77.742,21.229744
8.8849,2.2218,10.489,77.742,21.229744
8.8849,2.2218,10.489,77.742,21.229744
8.8849,2.2218,10.489,77.742,21.229744
8.8849,2.2218,10.489,77.742,21.229744
8.8849,2.2218,10.489,77.742,21.229744
8.8849,2.2218,10.489,77.742,21.229744
8.8849,2.2218,10.489,77.742,21.229744
8.8849,2.2218,10.489,77.742,21.229744
8.8849,2.2218,10.489,77.742,21.229744
8.8849,2.2218,10.489,77.742,21.229744
8.8849,2.2218,10.489,77.742,21.229744
7.1228,1.5826,9.8641,77.742,21.229744
7.1228,1.5826,9.8641,77.742,21.229744
7.1228,1.5826,9.8641,77.742,21.229744
7.1228,1.5826,9.8641,77.742,21.229744
7.1228,1.5826,9.8641,77.742,21.229744
7.1228,1.5826,9.8641,77.742,21.229744
7.1228,1.5826,9.8641,77.742,21.229744
7.1228,1.5826,9.8641,77.742,21.229744
7.1228,1.5826,9.8641,77.742,21.229744
7.1228,1.5826,9.8641,77.742,21.229744
7.1228,1.5826,9.8641,77.742,21.229744
7.1228,1.5826,9.8641,77.742,21.229744
7.1228,1.5826,9.8641,77.742,21.229744
7.1228,1.5826,9.8641,77.742,21.229744
7.1228,1.5826,9.8641,77.742,21.229744
7.1228,1.5826,9.8641,77.742,21.229744
7.1228,1.5826,9.8641,77.742,21.229744
7.1228,1.5826,9.8641,77.742,21.229744
7.1228,1.5826,9.8641,77.742,21.229744
7.1228,1.5826,9.8641,77.742,21.229744
6.541,-1.1684,8.6838,77.742,21.229744
6.541,-1.1684,8.6838,77.742,21.229744
6.541,-1.1684,8.6838,77.742,21.229744
6.541,-1.1684,8.6838,77.742,21.229744
6.541,-1.1684,8.6838,77.742,21.229744
6.541,-1.1684,8.6838,77.742,21.229744
6.541,-1.1684,8.6838,77.742,21.229744
6.541,-1.1684,8.6838,77.742,21.229744
6.541,-1.1684,8.6838,77.742,21.229744
6.541,-1.1684,8.6838,77.742,21.229744
6.541,-1.1684,8.6838,77.742,21.229744
6.541,-1.1684,8.6838,77.742,21.229744
6.541,-1.1684,8.6838,77.742,21.229744
6.541,-1.1684,8.6838,77.742,21.229744
6.541,-1.1684,8.6838,77.742,21.229744
6.541,-1.1684,8.6838,77.742,21.229744
6.541,-1.1684,8.6838,77.742,21.229744
6.541,-1.1684,8.6838,77.742,21.229744
6.541,-1.1684,8.6838,77.742,21.229744
6.541,-1.1684,8.6838,77.742,21.229744
-7.7405,-0.5028,11.4778,77.742,21.229744
-7.7405,-0.5028,11.4778,77.742,21.229744
-7.7405,-0.5028,11.4778,77.742,21.229744
-7.7405,-0.5028,11.4778,77.742,21.229744
-7.7405,-0.5028,11.4778,77.742,21.229744
-7.7405,-0.5028,11.4778,77.742,21.229744
-7.7405,-0.5028,11.4778,77.742,21.229744
-7.7405,-0.5028,11.4778,77.742,21.229744
