AccX,AccY,AccZ,longitude,latitude
8.553293333,0.091304615,9.467701538,77.742,21.230055
5.6840905,0.7296995,11.475567,77.741974,21.229296
5.90779697,0.314898485,8.703839899,77.74173,21.22926
5.2699165,0.574687,9.2658565,77.74152,21.22922
6.304975258,-0.897869072,11.11163041,77.74091,21.22924
5.196245192,0.004702885,12.05461683,77.74031,21.229258
8.657377083,0.6832,10.96733542,77.73829,21.229319
8.048241414,0.111067172,10.62341919,77.738,21.229364
